"19,14528","A",1,1,23-10-19,"PB16",920,776,"PYROBEL 16 EI 30","","","0"
"19,14528","B",2,1,23-10-19,"PB16",1988,928,"PYROBEL 16 EI 30","","","0"
"19,14528","B",2,2,23-10-19,"PB16",1988,928,"PYROBEL 16 EI 30","","","0"
