"idPlateau";"idEmplacement";"numCadre";"positionCadre";"numPlateau";"largeur";"hauteur";"commentaire";"date";"nomFournisseur";"numCommande"
1;0;"74674";0;"CM3043931586";3210;0;"";"2018-09-03";"AGC";""
